name,annotated_assign_count,annotated_func_params_count,annotated_func_returns_count,total_assign_count,total_func_params_count,total_func_returns_count,unannotated_assign_count,unannotated_func_params_count,unannotated_func_returns_count,py_code_loc,py_code_loc_ratio,py_docstring_loc,py_docstring_loc_ratio,py_comment_loc,py_comment_loc_ratio,py_empty_loc,py_empty_loc_ratio,pylint_convention_msg,pylint_refactor_msg,pylint_warning_msg,pylint_error_msg,py_non_empty_loc,pylint_score,cyclomatic_complexity,cognitive_complexity,bug_score
GhostSelfbot/Ghost,0,87,0,1445,548,334,1445,461,334,7123,0.8498,121,0.0144,331,0.0395,807,0.09630000000000001,1707,171,890,236,7575,2.4,932,4598,10
marin117/Gmail-deleter,0,0,0,46,30,12,46,30,12,189,0.5906,96,0.3,0,0.0,35,0.1094,29,5,19,21,285,0.48,56,155,5
desbma/GoogleSpeech,0,0,0,91,40,25,91,40,25,354,0.6543000000000001,76,0.1405,21,0.0388,90,0.1664,71,4,276,3,451,0.0,80,123,11
mapio/GraphvizAnim,0,0,0,68,114,52,68,114,52,333,0.6033,15,0.027200000000000002,128,0.23190000000000002,76,0.1377,139,31,241,2,476,0.0,95,75,5
Nullifiers/Hackerrank-Solution-Crawler,0,0,0,101,51,21,101,51,21,264,0.665,59,0.14859999999999998,3,0.0076,71,0.1788,59,6,194,2,326,0.0,56,56,8
RandolphVI/Hierarchical-Multi-Label-Text-Classification,0,6,0,376,100,42,376,94,42,956,0.6344,251,0.1666,92,0.061,208,0.138,196,24,39,20,1299,5.37,111,256,0
kernehed/Home-Assistant_Config,125,84,79,6361,1948,965,6236,1864,886,17732,0.6683,3137,0.1182,1463,0.055099999999999996,4201,0.1583,1360,307,1272,513,22332,6.17,3920,10010,1
captainhammy/Houdini-Toolbox,28,770,395,6047,4046,2056,6019,3276,1661,20909,0.48829999999999996,8045,0.18789999999999998,3271,0.0764,10594,0.24739999999999998,436,67,1083,119,32225,8.57,4072,3026,21
nims11/IPod-Shuffle-4g,0,0,0,170,98,54,170,98,54,618,0.7744,11,0.0138,52,0.0652,117,0.1466,96,9,19,1,681,7.49,161,298,9
thecesrom/Ignition,0,0,0,443,2792,1488,443,2792,1488,5078,0.341,7094,0.4764,426,0.0286,2292,0.1539,2467,451,63,44,12598,1.9,1142,81,17
Schrodinger-Hat/ImageGoNord-pip,0,4,0,100,70,35,100,66,35,336,0.3771,414,0.4646,24,0.0269,117,0.1313,79,9,50,4,774,4.4,85,94,20
devzhk/Implicit-Competitive-Regularization,0,0,0,3238,1565,485,3238,1565,485,8709,0.7401000000000001,739,0.06280000000000001,609,0.0518,1711,0.1454,1692,535,286,213,10057,4.8,1425,2143,9
EVEInsight/Insight,185,458,210,2817,2857,1611,2632,2399,1401,12890,0.813,708,0.0447,21,0.0013,2236,0.141,4213,527,850,816,13619,1.5,3338,5575,33
althonos/InstaLooter,0,0,0,438,400,208,438,400,208,2049,0.5164,796,0.2006,507,0.1278,616,0.1552,198,42,117,23,3352,7.16,453,670,30
andydandy74/Journalysis,0,0,0,1102,1404,802,1102,1404,802,4498,0.7643000000000001,32,0.0054,70,0.011899999999999999,1285,0.2184,4165,886,3471,708,4600,0.0,2236,3444,23
M507/Kali-TX,0,0,0,54,17,10,54,17,10,191,0.6431,75,0.2525,8,0.0269,23,0.0774,48,4,4,0,274,6.94,39,64,1
lovit/KoBERTScore,0,0,0,245,131,36,245,131,36,598,0.4918,428,0.35200000000000004,35,0.0288,155,0.1275,137,25,21,17,1061,4.67,98,137,3
akhefale/Konsent,0,0,0,397,143,86,397,143,86,754,0.6648999999999999,28,0.024700000000000003,63,0.0556,289,0.25489999999999996,114,16,39,30,845,5.07,173,173,18
kriticalflare/KustomPyper,0,0,0,320,179,117,320,179,117,1428,0.8565999999999999,17,0.0102,22,0.0132,200,0.12,272,37,171,95,1467,2.37,220,256,4
daid/LADXR,0,0,0,2167,1066,521,2167,1066,521,12215,0.8049,879,0.0579,594,0.0391,1488,0.098,2846,218,247,875,13688,0.0,2257,4067,90
tjddus9597/LabelRelaxation-CVPR21,0,0,0,1073,251,89,1073,251,89,2026,0.7961,61,0.024,94,0.0369,364,0.14300000000000002,775,98,159,69,2181,2.43,347,495,2
AlexImmer/Laplace,0,22,20,1338,855,348,1338,833,328,3934,0.5943999999999999,1451,0.2193,319,0.0482,914,0.1381,880,151,276,95,5704,4.78,994,929,12
mmin18/LayoutCast,0,0,0,616,166,104,616,166,104,2033,0.8828,0,0.0,49,0.0213,221,0.096,445,154,283,0,2082,5.55,873,2198,20
nickolaj-jepsen/LoLVRSpectate,0,0,0,355,251,130,355,251,130,1229,0.6665000000000001,176,0.09539999999999998,144,0.0781,295,0.16,326,56,63,22,1549,4.88,323,531,0
Future-Power-Networks/MAPDN,0,0,0,1436,569,252,1436,569,252,3145,0.7684000000000001,236,0.057699999999999994,200,0.0489,512,0.1251,615,218,198,105,3581,4.51,780,1155,10
IBM/MAX-Sports-Video-Classifier,0,0,0,84,20,12,84,20,12,214,0.4632,19,0.041100000000000005,145,0.3139,84,0.1818,50,7,5,10,378,4.07,52,29,0
Fallen-Breath/MCDReforged,126,679,382,1612,2070,1090,1486,1391,708,8874,0.7044,1132,0.08990000000000001,532,0.042199999999999994,2060,0.1635,1639,138,6693,21,10538,0.0,2225,2860,126
wangronin/MIP-EGO,0,45,1,3439,1440,548,3439,1395,547,8161,0.6012,1916,0.1412,1313,0.0967,2184,0.1609,2935,265,871,243,11390,2.49,1885,3192,28
mangadventure/MangAdventure,4,426,293,1664,1067,632,1660,641,339,7445,0.5821999999999999,2918,0.22820000000000001,361,0.0282,2064,0.16140000000000002,697,144,290,375,10724,3.98,1481,816,14
cycomanic/Menextract2pdf,0,0,0,79,49,15,79,49,15,260,0.6533,93,0.23370000000000002,18,0.0452,27,0.0678,40,9,21,48,371,0.0,47,131,2
wtsnjp/MioGatto,10,13,5,324,84,54,314,71,49,1083,0.6925,36,0.023,120,0.0767,325,0.2078,216,38,13,8,1239,6.26,180,322,30
SSRSGJYD/NeuralTexture,0,0,0,347,84,35,347,84,35,883,0.7685,14,0.012199999999999999,96,0.0836,156,0.1358,186,68,18,63,993,2.65,124,184,7
XuezheMax/NeuroNLP2,0,22,0,2342,1058,257,2342,1036,257,4789,0.6457999999999999,1238,0.16690000000000002,327,0.0441,1062,0.1432,974,333,193,53,6354,5.98,841,1851,148
Vedza/NitroSniper,0,0,0,15,1,1,15,1,1,112,0.8819,2,0.015700000000000002,0,0.0,13,0.1024,25,3,12,1,114,4.51,21,59,4
kboghe/NordVPN-switcher,0,0,0,408,27,24,408,27,24,1369,0.7104,102,0.0529,240,0.1245,216,0.1121,250,52,78,9,1711,6.54,388,1293,4
ebrahimraeyat/OSAFE,0,218,37,3807,1549,853,3807,1331,816,9295,0.7359,1138,0.0901,751,0.059500000000000004,1446,0.11449999999999999,2459,270,1192,266,11184,3.2,2548,3994,58
dbrattli/OSlash,10,190,245,758,994,488,748,804,243,3678,0.5794,1139,0.1794,384,0.0605,1147,0.1807,998,58,84,3,5201,5.45,766,761,17
OllisGit/OctoPrint-DisplayLayerProgress,0,0,0,637,158,78,637,158,78,1562,0.6078,56,0.0218,517,0.20120000000000002,435,0.1693,774,39,123,13,2135,2.07,344,690,40
RobertRautenbach/Open-Source-Battle-Bot,0,0,0,1093,120,75,1093,120,75,3591,0.644,867,0.1555,418,0.075,700,0.1255,491,150,204,7,4876,7.2,784,3170,22
phyllisstein/Pandown,0,0,0,198,93,37,198,93,37,732,0.8018000000000001,15,0.016399999999999998,27,0.0296,139,0.1522,279,34,51,12,774,3.48,252,493,22
zhm-real/PathPlanning,0,0,0,3147,1710,756,3147,1710,756,8541,0.6995,709,0.0581,645,0.0528,2316,0.18969999999999998,3433,430,244,118,9895,3.98,2313,3638,1
Tencent/PatrickStar,5,134,17,1915,1135,493,1910,1001,476,4328,0.5454,1034,0.1303,1693,0.2134,880,0.1109,318,127,83,105,7055,6.54,1550,2655,153
SystemRDL/PeakRDL-uvm,0,18,14,75,56,26,75,38,12,403,0.5692,142,0.2006,47,0.0664,116,0.1638,45,10,2,10,592,6.08,100,122,3
erudnick-cohen/Pokemon-Crystal-Item-Randomizer,1,0,0,3216,403,136,3215,403,136,6715,0.7112999999999999,412,0.0436,1293,0.13699999999999998,1020,0.1081,2553,451,4501,40,8420,0.0,1645,4973,140
onelivesleft/PrettyErrors,0,0,0,383,115,43,383,115,43,1105,0.8066,99,0.0723,1,0.0007000000000000001,165,0.1204,116,27,33,1,1205,7.79,262,692,11
HHammond/PrettyPandas,0,0,0,87,107,48,87,107,48,392,0.4261,150,0.163,180,0.1957,198,0.2152,57,10,27,1,722,6.31,84,57,4
tabacha/ProSafeLinux,0,0,0,262,270,157,262,270,157,1119,0.6861,154,0.0944,86,0.0527,272,0.1668,138,24,23,7,1359,7.71,349,504,32
FriedRonaldo/PsyNet,0,0,0,1451,651,204,1451,651,204,3553,0.6598,592,0.1099,366,0.068,874,0.1623,688,195,142,82,4511,5.24,645,1140,0
PierreQuentel/PyDbLite,0,0,0,444,319,195,444,319,195,1591,0.591,310,0.1152,337,0.1252,454,0.1686,350,49,75,199,2238,0.1,478,527,16
LukasZahradnik/PyNeuraLogic,33,406,119,1456,982,422,1423,576,303,5516,0.6525,1124,0.133,134,0.0159,1680,0.19870000000000002,835,150,117,60,6774,6.36,1268,1227,26
tylerlaberge/PyPattyrn,0,0,0,286,439,287,286,439,287,1423,0.4678,1102,0.36229999999999996,0,0.0,517,0.17,209,113,164,3,2525,6.1,265,147,4
siddhi-io/PySiddhi,0,0,0,705,548,251,705,548,251,2648,0.4781,957,0.1728,929,0.1677,1005,0.1814,1042,105,177,4,4534,4.09,373,460,12
shinux/PyTime,0,0,0,178,72,52,178,72,52,558,0.6406000000000001,153,0.1757,22,0.0253,138,0.15839999999999999,75,13,6,2,733,7.85,117,210,16
cwq159/PyTorch-Spiking-YOLOv3,0,0,0,1615,534,198,1615,534,198,3843,0.6948000000000001,210,0.038,596,0.10779999999999999,882,0.1595,1321,146,165,45,4649,4.7,972,2163,0
PyTweet/PyTweet,151,419,383,1307,952,516,1156,533,133,5057,0.4827,3998,0.38159999999999994,66,0.0063,1355,0.1293,811,77,107,24,9121,6.82,1118,1201,68
pranjaldatta/PyVision,2,52,0,2274,939,313,2272,887,313,5675,0.6156,985,0.10679999999999999,351,0.0381,2208,0.2395,2137,350,459,217,7011,1.64,1076,1715,23
ggeop/Python-ai-assistant,0,0,0,352,247,128,352,247,128,79,0.37799999999999995,45,0.21530000000000002,48,0.2297,37,0.177,14,1,1,8,172,0.0,346,548,17
tqsd/QuNetSim,0,17,14,2554,1704,850,2554,1687,836,3671,0.4803,2909,0.38060000000000005,182,0.023799999999999998,881,0.1153,401,117,73,37,6762,7.54,1893,3027,87
pymike00/QuestionTime,0,0,0,99,38,18,99,38,18,281,0.5654,76,0.15289999999999998,24,0.0483,116,0.2334,64,14,6,31,381,0.0,52,10,3
ironsheep/RPi-Reporter-MQTT2HA-Daemon,0,0,0,442,28,44,442,28,44,1020,0.6827,38,0.0254,221,0.1479,215,0.1439,439,20,68,5,1279,3.62,136,336,23
HugoLB0/Ransom0,0,0,0,69,21,17,69,21,17,248,0.6596,24,0.0638,14,0.037200000000000004,90,0.2394,79,6,26,3,286,4.57,27,76,0
dparks1134/RefineM,0,0,0,1253,679,186,1253,679,186,4224,0.5318,1746,0.2198,714,0.08990000000000001,1259,0.1585,993,184,152,81,6684,4.53,866,1763,3
microsoft/Relation-Aware-Global-Attention-Networks,0,0,0,551,299,101,551,299,101,1643,0.7283,190,0.0842,90,0.039900000000000005,333,0.1476,352,85,688,50,1923,0.03,298,521,0
phamquiluan/ResidualMaskingNetwork,0,0,0,5943,2083,782,5943,2083,782,14310,0.6884,1748,0.08410000000000001,1153,0.0555,3577,0.1721,2107,984,740,460,17211,4.2,1413,1678,0
gmh14/RobNets,0,0,0,301,184,56,301,184,56,871,0.6864,169,0.1332,32,0.0252,197,0.1552,243,67,53,22,1072,3.13,149,249,1
Redon-Tech/Roblox-Purchasing-Hub,1,24,0,204,211,112,203,187,112,1629,0.7659,146,0.06860000000000001,22,0.0103,330,0.1551,191,27,79,80,1797,2.97,266,679,4
altova/SECDB,0,0,0,484,214,128,484,214,128,1850,0.7309,77,0.0304,257,0.1015,347,0.1371,517,62,390,8,2184,3.96,564,1304,5
nod-ai/SHARK,0,84,4,1221,1021,464,1221,937,460,1302,0.6973999999999999,102,0.0546,214,0.11460000000000001,249,0.1334,174,39,86,53,1618,3.99,838,584,9
tatanus/SPF,0,0,0,792,454,218,792,454,218,2930,0.7431,29,0.0074,442,0.1121,542,0.1375,1085,114,230,27,3401,4.21,817,1777,8
convexengineering/SPaircraft,0,0,0,2127,423,185,2127,423,185,4869,0.4585,1753,0.16510000000000002,2570,0.242,1428,0.13449999999999998,2025,278,818,78,9192,0.47,473,869,115
thomai/SSHKeyDistribut0r,0,0,0,22,11,9,22,11,9,154,0.6638,26,0.1121,12,0.051699999999999996,40,0.1724,40,3,5,4,192,4.04,22,77,4
IsHYuhi/ST-CGAN_Stacked_Conditional_Generative_Adversarial_Networks,0,2,1,300,134,54,300,132,53,752,0.721,32,0.030699999999999998,29,0.0278,230,0.2205,233,38,67,29,813,3.12,118,174,5
SavannahHQ/Savannah,0,0,0,6179,2424,1313,6179,2424,1313,19575,0.7765000000000001,1478,0.058600000000000006,589,0.023399999999999997,3568,0.14150000000000001,4669,949,1317,967,21642,1.93,4458,8824,20
vasusen-code/SaveRestrictedContentBot,0,1,1,111,45,19,111,44,18,70,0.7865000000000001,1,0.011200000000000002,3,0.0337,15,0.1685,16,0,3,4,74,2.91,86,252,0
borntohonk/SigPatches,0,3,2,295,23,27,295,20,25,780,0.8590000000000001,1,0.0011,36,0.039599999999999996,91,0.1002,243,67,35,1,817,5.31,67,120,1
JorgeMaker/SimpleFOCStudio,0,0,0,677,398,239,677,398,239,2930,0.7609999999999999,107,0.0278,113,0.0294,700,0.1818,1004,64,84,55,3150,4.81,589,671,1
yzhangcs/SoTu,0,0,0,128,102,48,128,102,48,472,0.7195,3,0.0046,54,0.0823,127,0.1936,116,24,15,22,529,3.03,116,94,6
barrycarey/Speedtest-for-InfluxDB-and-Grafana,0,0,0,41,18,11,41,18,11,192,0.6620999999999999,33,0.11380000000000001,4,0.0138,61,0.21030000000000001,24,4,3,8,229,5.48,37,49,8
pushpendughosh/Stock-market-forecasting,0,0,0,443,108,53,443,108,53,942,0.83,0,0.0,0,0.0,193,0.17,353,68,134,26,942,2.15,138,121,0
aziz/SublimeHyperClick,0,0,0,141,94,38,141,94,38,462,0.7299,66,0.1043,14,0.022099999999999998,91,0.1438,61,19,9,4,542,7.27,146,267,26
SublimeLinter/SublimeLinter-phpcs,0,0,0,3,0,0,3,0,0,8,0.5714,2,0.1429,2,0.1429,2,0.1429,3,1,0,1,12,0.0,1,0,4
SublimeLinter/SublimeLinter-rubocop,0,0,0,11,3,2,11,3,2,35,0.4667,7,0.0933,20,0.2667,13,0.17329999999999998,4,1,2,1,62,6.0,10,16,6
mjol/TLScan,0,23,0,563,221,144,563,198,144,1625,0.6423000000000001,466,0.18420000000000003,99,0.0391,340,0.1344,382,55,60,24,2190,5.55,409,705,6
WenjieZ/TSCV,0,0,0,272,135,57,272,135,57,792,0.4385,496,0.2746,216,0.11960000000000001,302,0.1672,118,3,41,27,1504,5.79,100,120,2
dfreelon/TSM,0,0,0,322,105,23,322,105,23,763,0.6698999999999999,8,0.006999999999999999,193,0.16940000000000002,175,0.1536,286,63,11,4,964,4.54,349,675,18
gumerov-amir/TTMediaBot,109,292,221,1180,1003,460,1071,711,239,4895,0.7463,657,0.1002,51,0.0078000000000000005,956,0.1458,689,167,133,51,5603,0.0,1121,1804,147
google/TensorNetwork,0,1907,867,10355,4814,2551,10355,2907,1684,27144,0.6393,7538,0.1775,2152,0.0507,5626,0.1325,6119,436,19569,143,36834,0.0,4699,4795,245
tdorssers/TeslaPy,0,0,0,438,287,160,438,287,160,2017,0.7559999999999999,317,0.1188,121,0.0454,213,0.07980000000000001,103,40,41,20,2455,8.35,503,842,12
eddiejessup/Transcrypt,0,0,0,393,259,118,393,259,118,2229,0.7935,58,0.0206,122,0.0434,400,0.1424,305,31,49,122,2409,0.97,329,553,1
its-rigs/Trolly,0,0,0,213,358,165,213,358,165,1021,0.4593,535,0.2407,229,0.10300000000000001,438,0.19699999999999998,172,28,28,2,1785,6.65,257,158,20
ChristophSchranz/Tweaker-3,0,0,0,483,135,82,483,135,82,1135,0.69,150,0.09119999999999999,134,0.0815,226,0.1374,321,47,354,46,1419,0.55,230,482,14
AWehenkel/UMNN,0,0,0,1709,858,278,1709,858,278,4061,0.6679,432,0.0711,322,0.053,1265,0.20809999999999998,1227,212,131,97,4815,4.29,683,1059,0
Ulauncher/Ulauncher,6,74,66,1176,1543,751,1170,1469,685,5646,0.6564,962,0.1118,390,0.0453,1603,0.1864,1220,15,92,82,6998,6.39,1655,1115,166
andreamad8/Universal-Transformer-Pytorch,0,0,0,227,154,35,227,154,35,506,0.5692,160,0.18,76,0.0855,147,0.1654,265,44,18,14,742,1.04,86,132,7
aviaryan/VSCodeNotebook,0,0,0,224,147,76,224,147,76,719,0.5318,123,0.091,233,0.1723,277,0.20489999999999997,136,17,198,3,1075,4.46,183,293,4
Nicholasli1995/VisualizingNDF,0,0,0,830,369,142,830,369,142,2108,0.6909000000000001,266,0.0872,417,0.1367,260,0.0852,727,116,41,52,2791,3.9,355,592,0
WeBankBlockchain/WeBASE-Doc,0,0,0,68,4,2,68,4,2,123,0.1602,66,0.0859,399,0.5195000000000001,180,0.23440000000000003,40,4,16,4,588,1.21,2,0,204
tillsteinbach/WeConnect-mqtt,0,0,0,162,64,21,162,64,21,662,0.862,24,0.031200000000000002,2,0.0026,80,0.1042,208,5,1,6,688,5.75,170,410,31
JackWink/Weather,0,0,0,85,82,53,85,82,53,441,0.6255,111,0.1574,18,0.0255,135,0.19149999999999998,68,19,19,2,570,6.95,113,113,5
zebpalmer/WeatherAlerts,0,0,0,178,98,74,178,98,74,852,0.6183,186,0.135,157,0.1139,183,0.1328,155,14,29,0,1195,6.03,163,214,28
openedx/XBlock,0,0,0,1236,1297,721,1236,1297,721,5512,0.4951,3053,0.2743,702,0.06309999999999999,1865,0.1675,414,122,10,34,9267,8.4,1404,838,108
HaloTrouvaille/YOLO-Multi-Backbones-Attention,0,0,0,1404,513,195,1404,513,195,3536,0.674,149,0.028399999999999998,632,0.12050000000000001,929,0.1771,1232,114,190,50,4317,4.37,869,1904,0
ypsu/latex-to-unicode,0,0,0,73,20,16,73,20,16,229,0.7979,0,0.0,13,0.0453,45,0.1568,44,2,143,2,242,1.0,31,56,2
pcdshub/lcls-twincat-motion,0,0,0,9,0,0,9,0,0,26,0.7222,2,0.0556,1,0.0278,7,0.19440000000000002,1,0,1,3,29,2.92,2,1,38
derrod/legendary,97,102,42,2098,779,362,2001,677,320,7734,0.7468,479,0.0463,547,0.0528,1596,0.15410000000000001,1121,247,632,3,8760,6.99,2276,4848,44
webkom/lego,0,0,0,7054,3699,2264,7054,3699,2264,33155,0.7017,4849,0.1026,813,0.0172,8431,0.1784,3709,1210,398,1119,38817,0.0,4319,3362,366
CharlesBlonde/libpurecoollink,0,0,0,871,701,406,871,701,406,3322,0.6043999999999999,1069,0.1945,239,0.0435,866,0.1576,240,65,134,5,4630,8.3,786,904,4
agateblue/lifter,0,0,0,708,815,442,708,815,442,5424,0.7705,277,0.0393,343,0.0487,996,0.14150000000000001,729,117,177,39,6044,5.01,706,478,15
AberystwythSystemsBiology/limbus,5,395,83,6159,968,687,6154,573,604,21991,0.6318,1623,0.0466,4841,0.1391,6354,0.1825,2653,1065,1417,446,28455,4.79,2441,6886,180
imankulov/linguee-api,45,80,24,146,108,53,101,28,29,963,0.7171,177,0.1318,11,0.008199999999999999,192,0.14300000000000002,56,26,4,16,1151,6.14,89,64,2
awslabs/live-streaming-with-automated-multi-language-subtitling,0,0,0,190,55,28,190,55,28,793,0.703,63,0.0559,155,0.1374,117,0.10369999999999999,190,26,55,13,1011,4.27,116,376,2
gapato/livestreamer-curses,0,0,0,213,104,60,213,104,60,818,0.7666,72,0.0675,39,0.0366,138,0.1293,129,15,47,21,929,6.14,230,473,14
revng/llvmcpy,0,0,0,173,39,32,173,39,32,620,0.6333,79,0.08070000000000001,134,0.1369,146,0.1491,65,21,19,10,833,6.67,153,347,4
FerreroJeremy/ln2sql,0,0,0,582,401,231,582,401,231,2078,0.7565000000000001,183,0.0666,32,0.0116,454,0.1653,485,78,74,3,2293,6.32,662,1254,34
TheJacksonLaboratory/loinc2hpoAnnotation,0,0,0,32,7,7,32,7,7,76,0.76,3,0.03,1,0.01,20,0.2,32,3,13,0,80,3.33,12,22,10
s0nik42/lotus-farcaster,0,3,0,305,81,39,305,78,39,797,0.5179,289,0.18780000000000002,217,0.141,236,0.1533,5,2,23,3,1303,9.37,159,348,3
sommer/loxodo,0,0,0,662,324,164,662,324,164,1769,0.6153,271,0.0943,386,0.1343,449,0.1562,200,36,86,12,2426,7.61,372,642,8
hax0kartik/luma-hourlies,0,0,0,9,0,0,9,0,0,25,0.8621,0,0.0,0,0.0,4,0.1379,11,0,2,0,25,3.5,9,8,6
initstring/lyricpass,0,0,0,50,7,7,50,7,7,133,0.5385,39,0.15789999999999998,22,0.0891,53,0.2146,10,0,1,0,194,9.11,22,46,2
drduh/macOS-Security-and-Privacy-Guide,0,0,0,11,7,6,11,7,6,71,0.6698000000000001,13,0.1226,0,0.0,22,0.2075,10,1,0,2,84,6.56,15,32,72
ronaldoussoren/macholib,0,0,0,1057,489,279,1057,489,279,3139,0.6890000000000001,290,0.0637,304,0.0667,823,0.18059999999999998,555,41,128,185,3733,2.45,628,1196,14
sevagas/macro_pack,0,0,0,1136,264,208,1136,264,208,3751,0.5089,1974,0.26780000000000004,490,0.0665,1156,0.1568,2564,143,357,151,6215,0.0,883,1883,17
MadeByMads/mad-migration,48,45,16,272,210,120,224,165,104,1387,0.6251,338,0.1523,64,0.0288,430,0.1938,280,57,208,71,1789,1.78,288,606,24
eseifert/madam,10,137,101,994,934,388,984,797,287,3510,0.5772999999999999,1222,0.201,290,0.04769999999999999,1058,0.174,482,46,330,27,5022,6.48,958,774,83
mangaki/mangaki,0,156,87,2440,1036,577,2440,880,490,10188,0.7065,1047,0.0726,671,0.04650000000000001,2514,0.1743,1843,317,392,435,11906,2.37,1633,2189,127
RJT1990/mantra,0,1,0,1433,562,279,1433,561,279,3754,0.5132,1621,0.2216,315,0.0431,1625,0.22210000000000002,1383,154,248,89,5690,3.18,1124,1291,9
willkg/markus,0,0,0,226,280,139,226,280,139,1112,0.4305,883,0.3419,184,0.0712,404,0.1564,149,17,47,11,2179,6.73,262,131,28
elmotec/massedit,0,0,0,209,129,89,209,129,89,927,0.6151,324,0.215,69,0.0458,187,0.1241,27,5,32,2,1320,8.97,188,270,17
softdevteam/mattermost-github-integration,0,0,0,160,68,46,160,68,46,493,0.8176000000000001,23,0.0381,5,0.0083,82,0.136,107,7,11,6,521,6.28,147,176,2
m4ce/megacli-python,0,0,0,119,46,16,119,46,16,410,0.48979999999999996,168,0.2007,91,0.10869999999999999,168,0.2007,83,20,413,0,669,0.0,141,401,7
riscy/melpazoid,0,62,50,123,62,50,123,0,0,619,0.6381,203,0.20929999999999999,32,0.033,116,0.11960000000000001,4,0,6,0,854,9.81,170,289,54
conda/menuinst,0,0,0,576,189,114,576,189,114,2346,0.6448999999999999,540,0.1484,329,0.0904,423,0.11630000000000001,352,69,129,36,3215,5.49,442,906,79
nschloe/meshio,0,100,25,3800,1234,518,3800,1134,493,13464,0.6690999999999999,1617,0.08039999999999999,2030,0.1009,3012,0.1497,1093,314,117,72,17111,8.01,2769,5447,657
anticodeninja/michel2,0,0,0,444,288,151,444,288,151,2008,0.6807,155,0.0525,159,0.053899999999999997,628,0.21289999999999998,225,41,133,29,2322,6.34,506,840,10
jedie/micropython-sonoff-webswitch,0,0,0,655,489,297,655,489,297,4354,0.6864,428,0.0675,196,0.030899999999999997,1365,0.2152,677,71,133,301,4978,3.11,842,1072,55
kanishkamisra/minicons,0,139,63,497,235,74,497,96,11,1093,0.49520000000000003,609,0.2759,161,0.0729,344,0.1559,405,45,42,14,1863,4.17,388,470,13
mitre-attack/mitreattack-python,0,31,3,1496,871,381,1496,840,378,27103,0.4334,34319,0.5488000000000001,219,0.0034999999999999996,888,0.014199999999999999,4787,238,118,34,61641,0.0,1609,3330,26
systemd/mkosi,246,931,508,1647,1071,511,1401,140,3,7878,0.6629,1209,0.1017,585,0.0492,2213,0.1862,1054,111,101,29,9672,7.69,2026,3549,224
IBM/mlapp,6,16,9,2767,2056,745,2761,2040,736,9941,0.5374,4491,0.24280000000000002,1419,0.0767,2648,0.1431,2084,314,521,145,15851,5.39,2671,4274,9
SSRSGJYD/NeuralTexture,0,0,0,347,84,35,347,84,35,883,0.7685,14,0.012199999999999999,96,0.0836,156,0.1358,186,68,18,63,993,2.65,124,184,7
XuezheMax/NeuroNLP2,0,22,0,2342,1058,257,2342,1036,257,4789,0.6457999999999999,1238,0.16690000000000002,327,0.0441,1062,0.1432,974,333,193,53,6354,5.98,841,1851,148
Vedza/NitroSniper,0,0,0,15,1,1,15,1,1,112,0.8819,2,0.015700000000000002,0,0.0,13,0.1024,25,3,12,1,114,4.51,21,59,4
kboghe/NordVPN-switcher,0,0,0,408,27,24,408,27,24,1369,0.7104,102,0.0529,240,0.1245,216,0.1121,250,52,78,9,1711,6.54,388,1293,4
ebrahimraeyat/OSAFE,0,218,37,3807,1549,853,3807,1331,816,9295,0.7359,1138,0.0901,751,0.059500000000000004,1446,0.11449999999999999,2459,270,1192,266,11184,3.2,2548,3994,58
dbrattli/OSlash,10,190,245,758,994,488,748,804,243,3678,0.5794,1139,0.1794,384,0.0605,1147,0.1807,998,58,84,3,5201,5.45,766,761,17
OllisGit/OctoPrint-DisplayLayerProgress,0,0,0,637,158,78,637,158,78,1562,0.6078,56,0.0218,517,0.20120000000000002,435,0.1693,774,39,123,13,2135,2.07,344,690,40
RobertRautenbach/Open-Source-Battle-Bot,0,0,0,1093,120,75,1093,120,75,3591,0.644,867,0.1555,418,0.075,700,0.1255,491,150,204,7,4876,7.2,784,3170,22
phyllisstein/Pandown,0,0,0,198,93,37,198,93,37,732,0.8018000000000001,15,0.016399999999999998,27,0.0296,139,0.1522,279,34,51,12,774,3.48,252,493,22
zhm-real/PathPlanning,0,0,0,3147,1710,756,3147,1710,756,8541,0.6995,709,0.0581,645,0.0528,2316,0.18969999999999998,3433,430,244,118,9895,3.98,2313,3638,1
Tencent/PatrickStar,5,134,17,1915,1135,493,1910,1001,476,4328,0.5454,1034,0.1303,1693,0.2134,880,0.1109,318,127,83,105,7055,6.54,1550,2655,153
SystemRDL/PeakRDL-uvm,0,18,14,75,56,26,75,38,12,403,0.5692,142,0.2006,47,0.0664,116,0.1638,45,10,2,10,592,6.08,100,122,3
erudnick-cohen/Pokemon-Crystal-Item-Randomizer,1,0,0,3216,403,136,3215,403,136,6715,0.7112999999999999,412,0.0436,1293,0.13699999999999998,1020,0.1081,2553,451,4501,40,8420,0.0,1645,4973,140
onelivesleft/PrettyErrors,0,0,0,383,115,43,383,115,43,1105,0.8066,99,0.0723,1,0.0007000000000000001,165,0.1204,116,27,33,1,1205,7.79,262,692,11
HHammond/PrettyPandas,0,0,0,87,107,48,87,107,48,392,0.4261,150,0.163,180,0.1957,198,0.2152,57,10,27,1,722,6.31,84,57,4
tabacha/ProSafeLinux,0,0,0,262,270,157,262,270,157,1119,0.6861,154,0.0944,86,0.0527,272,0.1668,138,24,23,7,1359,7.71,349,504,32
